"cd_catastale","ds_comune","cd_provincia","aliquota","im_inferiore","im_superiore"
"B498","CAMPAGNOLA CREMASCA","CR","0.320000","15000.01","28000.00"
"B498","CAMPAGNOLA CREMASCA","CR","0.350000","28000.01","55000.00"
"B498","CAMPAGNOLA CREMASCA","CR","0.500000","55000.01","75000.00"
"B498","CAMPAGNOLA CREMASCA","CR","0.700000","75000.01","999999999.99"
"B499","CAMPAGNOLA EMILIA","RE","0.290000","0.00","15000.00"
"B499","CAMPAGNOLA EMILIA","RE","0.300000","15000.01","28000.00"
"B499","CAMPAGNOLA EMILIA","RE","0.400000","28000.01","55000.00"
"B499","CAMPAGNOLA EMILIA","RE","0.790000","55000.01","75000.00"
"B499","CAMPAGNOLA EMILIA","RE","0.800000","75000.01","999999999.99"
"B500","CAMPANA","CS","0.400000","0.00","15000.00"
"B500","CAMPANA","CS","0.500000","15000.01","28000.00"
"B500","CAMPANA","CS","0.600000","28000.01","55000.00"
"B500","CAMPANA","CS","0.700000","55000.01","75000.00"
"B500","CAMPANA","CS","0.800000","75000.01","999999999.99"
"B501","CAMPARADA","MB","0.500000","0.00","15000.00"
"B501","CAMPARADA","MB","0.510000","15000.01","28000.00"
"B501","CAMPARADA","MB","0.600000","28000.01","55000.00"
"B501","CAMPARADA","MB","0.700000","55000.01","75000.00"
"B501","CAMPARADA","MB","0.710000","75000.01","999999999.99"
"B502","CAMPEGINE","RE","0.700000","0.00","15000.00"
"B502","CAMPEGINE","RE","0.730000","15000.01","28000.00"
"B502","CAMPEGINE","RE","0.750000","28000.01","55000.00"
"B502","CAMPEGINE","RE","0.780000","55000.01","75000.00"
"B502","CAMPEGINE","RE","0.800000","75000.01","999999999.99"
"B507","CAMPI BISENZIO","FI","0.760000","0.00","15000.00"
"B507","CAMPI BISENZIO","FI","0.770000","15000.01","28000.00"
"B507","CAMPI BISENZIO","FI","0.780000","28000.01","55000.00"
"B507","CAMPI BISENZIO","FI","0.790000","55000.01","75000.00"
"B507","CAMPI BISENZIO","FI","0.800000","75000.01","999999999.99"
"B509","CAMPIGLIA MARITTIMA","LI","0.590000","0.00","15000.00"
"B509","CAMPIGLIA MARITTIMA","LI","0.600000","15000.01","28000.00"
"B509","CAMPIGLIA MARITTIMA","LI","0.780000","28000.01","55000.00"
"B509","CAMPIGLIA MARITTIMA","LI","0.790000","55000.01","75000.00"
"B509","CAMPIGLIA MARITTIMA","LI","0.800000","75000.01","999999999.99"
"B512","CAMPIGLIONE FENILE","TO","0.450000","0.00","15000.00"
"B512","CAMPIGLIONE FENILE","TO","0.550000","15000.01","28000.00"
"B512","CAMPIGLIONE FENILE","TO","0.650000","28000.01","55000.00"
"B512","CAMPIGLIONE FENILE","TO","0.700000","55000.01","75000.00"
"B512","CAMPIGLIONE FENILE","TO","0.800000","75000.01","999999999.99"
"B513","CAMPIONE D'ITALIA","CO","0.350000","0.00","15000.00"
"B513","CAMPIONE D'ITALIA","CO","0.450000","15000.01","28000.00"
"B513","CAMPIONE D'ITALIA","CO","0.600000","28000.01","55000.00"
"B513","CAMPIONE D'ITALIA","CO","0.750000","55000.01","75000.00"
"B513","CAMPIONE D'ITALIA","CO","0.800000","75000.01","999999999.99"
"B537","CAMPOFRANCO","CL","0.300000","0.00","15000.00"
"B537","CAMPOFRANCO","CL","0.600000","15000.01","28000.00"
"B537","CAMPOFRANCO","CL","0.780000","28000.01","55000.00"
"B537","CAMPOFRANCO","CL","0.790000","55000.01","75000.00"
"B537","CAMPOFRANCO","CL","0.800000","75000.01","999999999.99"
"B563","CAMPOSAMPIERO","PD","0.450000","0.00","15000.00"
"B563","CAMPOSAMPIERO","PD","0.550000","15000.01","28000.00"
"B563","CAMPOSAMPIERO","PD","0.650000","28000.01","55000.00"
"B563","CAMPOSAMPIERO","PD","0.750000","55000.01","75000.00"
"B563","CAMPOSAMPIERO","PD","0.800000","75000.01","999999999.99"
"B564","CAMPO SAN MARTINO","PD","0.500000","0.00","15000.00"
"B564","CAMPO SAN MARTINO","PD","0.600000","15000.01","28000.00"
"B564","CAMPO SAN MARTINO","PD","0.700000","28000.01","55000.00"
"B564","CAMPO SAN MARTINO","PD","0.750000","55000.01","75000.00"
"B564","CAMPO SAN MARTINO","PD","0.800000","75000.01","999999999.99"
"B566","CAMPOSANTO","MO","0.500000","0.00","15000.00"
"B566","CAMPOSANTO","MO","0.600000","15000.01","28000.00"
"B566","CAMPOSANTO","MO","0.700000","28000.01","55000.00"
"B566","CAMPOSANTO","MO","0.790000","55000.01","75000.00"
"B566","CAMPOSANTO","MO","0.800000","75000.01","999999999.99"
"B573","CANALE","CN","0.600000","0.00","15000.00"
"B573","CANALE","CN","0.700000","15000.01","28000.00"
"B573","CANALE","CN","0.770000","28000.01","55000.00"
"B573","CANALE","CN","0.780000","55000.01","75000.00"
"B573","CANALE","CN","0.800000","75000.01","999999999.99"
"B584","CANDELA","FG","0.400000","0.00","15000.00"
"B584","CANDELA","FG","0.410000","15000.01","28000.00"
"B584","CANDELA","FG","0.500000","28000.01","55000.00"
"B584","CANDELA","FG","0.590000","55000.01","75000.00"
"B584","CANDELA","FG","0.600000","75000.01","999999999.99"
"B615","CANNOBIO","VB","0.600000","0.00","15000.00"
"B615","CANNOBIO","VB","0.650000","15000.01","28000.00"
"B615","CANNOBIO","VB","0.700000","28000.01","55000.00"
"B615","CANNOBIO","VB","0.750000","55000.01","75000.00"
"B615","CANNOBIO","VB","0.800000","75000.01","999999999.99"
"B627","CANTALICE","RI","0.400000","0.00","15000.00"
"B627","CANTALICE","RI","0.600000","15000.01","28000.00"
"B627","CANTALICE","RI","0.700000","28000.01","55000.00"
"B627","CANTALICE","RI","0.790000","55000.01","75000.00"
"B627","CANTALICE","RI","0.800000","75000.01","999999999.99"
"B639","CANTU'","CO","0.700000","0.00","15000.00"
"B639","CANTU'","CO","0.740000","15000.01","28000.00"
"B639","CANTU'","CO","0.760000","28000.01","55000.00"
"B639","CANTU'","CO","0.780000","55000.01","75000.00"
"B639","CANTU'","CO","0.800000","75000.01","999999999.99"
"B646","CAPALBIO","GR","0.590000","0.00","15000.00"
"B646","CAPALBIO","GR","0.600000","15000.01","28000.00"
"B646","CAPALBIO","GR","0.730000","28000.01","55000.00"
"B646","CAPALBIO","GR","0.760000","55000.01","75000.00"
"B646","CAPALBIO","GR","0.800000","75000.01","999999999.99"
"B647","CAPANNOLI","PI","0.700000","0.00","15000.00"
"B647","CAPANNOLI","PI","0.750000","15000.01","28000.00"
"B647","CAPANNOLI","PI","0.770000","28000.01","55000.00"
"B647","CAPANNOLI","PI","0.780000","55000.01","75000.00"
"B647","CAPANNOLI","PI","0.800000","75000.01","999999999.99"
"B648","CAPANNORI","LU","0.760000","0.00","15000.00"
"B648","CAPANNORI","LU","0.770000","15000.01","28000.00"
"B648","CAPANNORI","LU","0.780000","28000.01","55000.00"
"B648","CAPANNORI","LU","0.790000","55000.01","75000.00"
"B648","CAPANNORI","LU","0.800000","75000.01","999999999.99"
"B653","CAPIAGO INTIMIANO","CO","0.600000","0.00","15000.00"
"B653","CAPIAGO INTIMIANO","CO","0.650000","15000.01","28000.00"
"B653","CAPIAGO INTIMIANO","CO","0.700000","28000.01","55000.00"
"B653","CAPIAGO INTIMIANO","CO","0.750000","55000.01","75000.00"
"B653","CAPIAGO INTIMIANO","CO","0.800000","75000.01","999999999.99"
"B662","PONTE NELLE ALPI","BL","0.550000","0.00","15000.00"
"B662","PONTE NELLE ALPI","BL","0.700000","15000.01","28000.00"
"B662","PONTE NELLE ALPI","BL","0.750000","28000.01","55000.00"
"B662","PONTE NELLE ALPI","BL","0.790000","55000.01","75000.00"
"B662","PONTE NELLE ALPI","BL","0.800000","75000.01","999999999.99"
"B675","CAPOTERRA","CA","0.600000","0.00","15000.00"
"B675","CAPOTERRA","CA","0.650000","15000.01","28000.00"
"B675","CAPOTERRA","CA","0.780000","28000.01","55000.00"
"B675","CAPOTERRA","CA","0.790000","55000.01","75000.00"
"B675","CAPOTERRA","CA","0.800000","75000.01","999999999.99"
"B681","CAPPELLE SUL TAVO","PE","0.500000","0.00","15000.00"
"B681","CAPPELLE SUL TAVO","PE","0.650000","15000.01","28000.00"
"B681","CAPPELLE SUL TAVO","PE","0.700000","28000.01","55000.00"
"B681","CAPPELLE SUL TAVO","PE","0.750000","55000.01","75000.00"
"B681","CAPPELLE SUL TAVO","PE","0.800000","75000.01","999999999.99"
"B684","CAPRAIA E LIMITE","FI","0.630000","0.00","15000.00"
"B684","CAPRAIA E LIMITE","FI","0.700000","15000.01","28000.00"
"B684","CAPRAIA E LIMITE","FI","0.780000","28000.01","55000.00"
"B684","CAPRAIA E LIMITE","FI","0.790000","55000.01","75000.00"
"B684","CAPRAIA E LIMITE","FI","0.800000","75000.01","999999999.99"
"B711","CAPRIOLO","BS","0.440000","0.00","15000.00"
"B711","CAPRIOLO","BS","0.530000","15000.01","28000.00"
"B711","CAPRIOLO","BS","0.620000","28000.01","55000.00"
"B711","CAPRIOLO","BS","0.710000","55000.01","75000.00"
"B711","CAPRIOLO","BS","0.800000","75000.01","999999999.99"
"B716","CAPURSO","BA","0.500000","0.00","15000.00"
"B716","CAPURSO","BA","0.600000","15000.01","28000.00"
"B716","CAPURSO","BA","0.700000","28000.01","55000.00"
"B716","CAPURSO","BA","0.750000","55000.01","75000.00"
"B716","CAPURSO","BA","0.800000","75000.01","999999999.99"
"B719","CARAGLIO","CN","0.400000","0.00","15000.00"
"B719","CARAGLIO","CN","0.610000","15000.01","28000.00"
"B719","CARAGLIO","CN","0.780000","28000.01","55000.00"
"B719","CARAGLIO","CN","0.790000","55000.01","75000.00"
"B719","CARAGLIO","CN","0.800000","75000.01","999999999.99"
"B732","CARAVATE","VA","0.200000","0.00","15000.00"
"B732","CARAVATE","VA","0.500000","15000.01","28000.00"
"B732","CARAVATE","VA","0.700000","28000.01","55000.00"
"B732","CARAVATE","VA","0.790000","55000.01","75000.00"
"B732","CARAVATE","VA","0.800000","75000.01","999999999.99"
"B741","CARBONARA AL TICINO","PV","0.450000","0.00","15000.00"
"B741","CARBONARA AL TICINO","PV","0.500000","15000.01","28000.00"
"B741","CARBONARA AL TICINO","PV","0.550000","28000.01","55000.00"
"B741","CARBONARA AL TICINO","PV","0.600000","55000.01","75000.00"
"B741","CARBONARA AL TICINO","PV","0.650000","75000.01","999999999.99"
"B742","CARBONATE","CO","0.200000","0.00","15000.00"
"B742","CARBONATE","CO","0.400000","15000.01","28000.00"
"B742","CARBONATE","CO","0.600000","28000.01","55000.00"
"B742","CARBONATE","CO","0.700000","55000.01","75000.00"
"B742","CARBONATE","CO","0.800000","75000.01","999999999.99"
"B745","CARBONIA","CI","0.590000","0.00","15000.00"
"B745","CARBONIA","CI","0.600000","15000.01","28000.00"
"B745","CARBONIA","CI","0.780000","28000.01","55000.00"
"B745","CARBONIA","CI","0.790000","55000.01","75000.00"
"B745","CARBONIA","CI","0.800000","75000.01","999999999.99"
"B754","CARDANO AL CAMPO","VA","0.740000","0.00","15000.00"
"B754","CARDANO AL CAMPO","VA","0.750000","15000.01","28000.00"
"B754","CARDANO AL CAMPO","VA","0.780000","28000.01","55000.00"
"B754","CARDANO AL CAMPO","VA","0.790000","55000.01","75000.00"
"B754","CARDANO AL CAMPO","VA","0.800000","75000.01","999999999.99"
"B777","CARIGNANO","TO","0.600000","0.00","15000.00"
"B777","CARIGNANO","TO","0.650000","15000.01","28000.00"
"B777","CARIGNANO","TO","0.700000","28000.01","55000.00"
"B777","CARIGNANO","TO","0.750000","55000.01","75000.00"
"B777","CARIGNANO","TO","0.800000","75000.01","999999999.99"
"B791","CARMAGNOLA","TO","0.500000","0.00","15000.00"
"B791","CARMAGNOLA","TO","0.600000","15000.01","28000.00"
"B791","CARMAGNOLA","TO","0.700000","28000.01","55000.00"
"B791","CARMAGNOLA","TO","0.750000","55000.01","75000.00"
"B791","CARMAGNOLA","TO","0.800000","75000.01","999999999.99"
"B796","CARNAGO","VA","0.600000","0.00","15000.00"
"B796","CARNAGO","VA","0.610000","15000.01","28000.00"
"B796","CARNAGO","VA","0.780000","28000.01","55000.00"
"B796","CARNAGO","VA","0.790000","55000.01","75000.00"
"B796","CARNAGO","VA","0.800000","75000.01","999999999.99"
"B805","CARONNO PERTUSELLA","VA","0.400000","0.00","15000.00"
"B805","CARONNO PERTUSELLA","VA","0.600000","15000.01","28000.00"
"B805","CARONNO PERTUSELLA","VA","0.700000","28000.01","55000.00"
"B805","CARONNO PERTUSELLA","VA","0.750000","55000.01","75000.00"
"C850","COLLEBEATO","BS","0.710000","28000.01","55000.00"
"C850","COLLEBEATO","BS","0.790000","55000.01","75000.00"
"C850","COLLEBEATO","BS","0.800000","75000.01","999999999.99"
"C851","COLLE BRIANZA","LC","0.760000","0.00","15000.00"
"C851","COLLE BRIANZA","LC","0.770000","15000.01","28000.00"
"C851","COLLE BRIANZA","LC","0.780000","28000.01","55000.00"
"C851","COLLE BRIANZA","LC","0.790000","55000.01","75000.00"
"C851","COLLE BRIANZA","LC","0.800000","75000.01","999999999.99"
"C860","COLLEGNO","TO","0.500000","0.00","15000.00"
"C860","COLLEGNO","TO","0.600000","15000.01","28000.00"
"C860","COLLEGNO","TO","0.650000","28000.01","55000.00"
"C860","COLLEGNO","TO","0.700000","55000.01","75000.00"
"C860","COLLEGNO","TO","0.800000","75000.01","999999999.99"
"C867","COLLERETTO CASTELNUOVO","TO","0.400000","0.00","15000.00"
"C867","COLLERETTO CASTELNUOVO","TO","0.500000","15000.01","28000.00"
"C867","COLLERETTO CASTELNUOVO","TO","0.600000","28000.01","55000.00"
"C867","COLLERETTO CASTELNUOVO","TO","0.700000","55000.01","75000.00"
"C867","COLLERETTO CASTELNUOVO","TO","0.800000","75000.01","999999999.99"
"C869","COLLESALVETTI","LI","0.650000","0.00","15000.00"
"C869","COLLESALVETTI","LI","0.690000","15000.01","28000.00"
"C869","COLLESALVETTI","LI","0.780000","28000.01","55000.00"
"C869","COLLESALVETTI","LI","0.790000","55000.01","75000.00"
"C869","COLLESALVETTI","LI","0.800000","75000.01","999999999.99"
"C878","COLLI A VOLTURNO","IS","0.700000","0.00","15000.00"
"C878","COLLI A VOLTURNO","IS","0.770000","15000.01","28000.00"
"C878","COLLI A VOLTURNO","IS","0.780000","28000.01","55000.00"
"C878","COLLI A VOLTURNO","IS","0.790000","55000.01","75000.00"
"C878","COLLI A VOLTURNO","IS","0.800000","75000.01","999999999.99"
"C886","COLMURANO","MC","0.600000","0.00","15000.00"
"C886","COLMURANO","MC","0.650000","15000.01","28000.00"
"C886","COLMURANO","MC","0.700000","28000.01","55000.00"
"C886","COLMURANO","MC","0.750000","55000.01","75000.00"
"C886","COLMURANO","MC","0.800000","75000.01","999999999.99"
"C893","COLOGNE","BS","0.200000","0.00","15000.00"
"C893","COLOGNE","BS","0.450000","15000.01","28000.00"
"C893","COLOGNE","BS","0.600000","28000.01","55000.00"
"C893","COLOGNE","BS","0.790000","55000.01","75000.00"
"C893","COLOGNE","BS","0.800000","75000.01","999999999.99"
"C922","COMERIO","VA","0.300000","0.00","15000.00"
"C922","COMERIO","VA","0.400000","15000.01","28000.00"
"C922","COMERIO","VA","0.500000","28000.01","55000.00"
"C922","COMERIO","VA","0.600000","55000.01","75000.00"
"C922","COMERIO","VA","0.800000","75000.01","999999999.99"
"C930","COMMESSAGGIO","MN","0.600000","0.00","15000.00"
"C930","COMMESSAGGIO","MN","0.700000","15000.01","28000.00"
"C930","COMMESSAGGIO","MN","0.750000","28000.01","55000.00"
"C930","COMMESSAGGIO","MN","0.770000","55000.01","75000.00"
"C930","COMMESSAGGIO","MN","0.800000","75000.01","999999999.99"
"C937","COMUN NUOVO","BG","0.500000","0.00","15000.00"
"C937","COMUN NUOVO","BG","0.550000","15000.01","28000.00"
"C937","COMUN NUOVO","BG","0.600000","28000.01","55000.00"
"C937","COMUN NUOVO","BG","0.750000","55000.01","75000.00"
"C937","COMUN NUOVO","BG","0.800000","75000.01","999999999.99"
"C940","CONCA DEI MARINI","SA","0.500000","0.00","15000.00"
"C940","CONCA DEI MARINI","SA","0.550000","15000.01","28000.00"
"C940","CONCA DEI MARINI","SA","0.600000","28000.01","55000.00"
"C940","CONCA DEI MARINI","SA","0.650000","55000.01","75000.00"
"C940","CONCA DEI MARINI","SA","0.700000","75000.01","999999999.99"
"C948","CONCESIO","BS","0.400000","0.00","15000.00"
"C948","CONCESIO","BS","0.500000","15000.01","28000.00"
"C948","CONCESIO","BS","0.600000","28000.01","55000.00"
"C948","CONCESIO","BS","0.700000","55000.01","75000.00"
"C948","CONCESIO","BS","0.800000","75000.01","999999999.99"
"C950","CONCORDIA SAGITTARIA","VE","0.760000","0.00","15000.00"
"C950","CONCORDIA SAGITTARIA","VE","0.770000","15000.01","28000.00"
"C950","CONCORDIA SAGITTARIA","VE","0.780000","28000.01","55000.00"
"C950","CONCORDIA SAGITTARIA","VE","0.790000","55000.01","75000.00"
"C950","CONCORDIA SAGITTARIA","VE","0.800000","75000.01","999999999.99"
"C951","CONCORDIA SULLA SECCHIA","MO","0.550000","0.00","15000.00"
"C951","CONCORDIA SULLA SECCHIA","MO","0.600000","15000.01","28000.00"
"C951","CONCORDIA SULLA SECCHIA","MO","0.700000","28000.01","55000.00"
"C951","CONCORDIA SULLA SECCHIA","MO","0.750000","55000.01","75000.00"
"C951","CONCORDIA SULLA SECCHIA","MO","0.800000","75000.01","999999999.99"
"C952","CONCOREZZO","MB","0.600000","0.00","15000.00"
"C952","CONCOREZZO","MB","0.650000","15000.01","28000.00"
"C952","CONCOREZZO","MB","0.700000","28000.01","55000.00"
"C952","CONCOREZZO","MB","0.750000","55000.01","75000.00"
"C952","CONCOREZZO","MB","0.800000","75000.01","999999999.99"
"C955","CONDOVE","TO","0.300000","0.00","15000.00"
"C955","CONDOVE","TO","0.500000","15000.01","28000.00"
"C955","CONDOVE","TO","0.770000","28000.01","55000.00"
"C955","CONDOVE","TO","0.790000","55000.01","75000.00"
"C955","CONDOVE","TO","0.800000","75000.01","999999999.99"
"C959","CONFIGNI","RI","0.390000","0.00","15000.00"
"C959","CONFIGNI","RI","0.400000","15000.01","28000.00"
"C959","CONFIGNI","RI","0.600000","28000.01","55000.00"
"C959","CONFIGNI","RI","0.700000","55000.01","75000.00"
"C959","CONFIGNI","RI","0.800000","75000.01","999999999.99"
"C978","COPERTINO","LE","0.650000","0.00","15000.00"
"C978","COPERTINO","LE","0.750000","15000.01","28000.00"
"C978","COPERTINO","LE","0.780000","28000.01","55000.00"
"C978","COPERTINO","LE","0.790000","55000.01","75000.00"
"C978","COPERTINO","LE","0.800000","75000.01","999999999.99"
"C983","CORATO","BA","0.400000","0.00","15000.00"
"C983","CORATO","BA","0.500000","15000.01","28000.00"
"C983","CORATO","BA","0.650000","28000.01","55000.00"
"C983","CORATO","BA","0.700000","55000.01","75000.00"
"C983","CORATO","BA","0.750000","75000.01","999999999.99"
"C991","CORDENONS","PN","0.600000","0.00","15000.00"
"C991","CORDENONS","PN","0.700000","15000.01","28000.00"
"C991","CORDENONS","PN","0.750000","28000.01","55000.00"
"C991","CORDENONS","PN","0.780000","55000.01","75000.00"
"C991","CORDENONS","PN","0.800000","75000.01","999999999.99"
"C992","CORDIGNANO","TV","0.450000","0.00","15000.00"
"C992","CORDIGNANO","TV","0.470000","15000.01","28000.00"
"C992","CORDIGNANO","TV","0.600000","28000.01","55000.00"
"C992","CORDIGNANO","TV","0.750000","55000.01","75000.00"
"C992","CORDIGNANO","TV","0.800000","75000.01","999999999.99"
"C993","CORDOVADO","PN","0.200000","0.00","15000.00"
"C993","CORDOVADO","PN","0.350000","15000.01","28000.00"
"C993","CORDOVADO","PN","0.500000","28000.01","55000.00"
"C993","CORDOVADO","PN","0.650000","55000.01","75000.00"
"C993","CORDOVADO","PN","0.800000","75000.01","999999999.99"
"D004","CORIANO","RN","0.550000","0.00","15000.00"
"D004","CORIANO","RN","0.600000","15000.01","28000.00"
"D004","CORIANO","RN","0.750000","28000.01","55000.00"
"D004","CORIANO","RN","0.780000","55000.01","75000.00"
"D004","CORIANO","RN","0.800000","75000.01","999999999.99"
"D007","CORINALDO","AN","0.500000","0.00","15000.00"
"D007","CORINALDO","AN","0.620000","15000.01","28000.00"
"D007","CORINALDO","AN","0.700000","28000.01","55000.00"
"D007","CORINALDO","AN","0.750000","55000.01","75000.00"
"D007","CORINALDO","AN","0.800000","75000.01","999999999.99"
"D015","CORNA IMAGNA","BG","0.400000","0.00","15000.00"
"D015","CORNA IMAGNA","BG","0.450000","15000.01","28000.00"
"D015","CORNA IMAGNA","BG","0.550000","28000.01","55000.00"
"D015","CORNA IMAGNA","BG","0.650000","55000.01","75000.00"
"D015","CORNA IMAGNA","BG","0.700000","75000.01","999999999.99"
"D021","CORNEGLIANO LAUDENSE","LO","0.500000","0.00","15000.00"
"D021","CORNEGLIANO LAUDENSE","LO","0.530000","15000.01","28000.00"
"D021","CORNEGLIANO LAUDENSE","LO","0.550000","28000.01","55000.00"
"D021","CORNEGLIANO LAUDENSE","LO","0.580000","55000.01","75000.00"
"D021","CORNEGLIANO LAUDENSE","LO","0.600000","75000.01","999999999.99"
"D022","CORNELIANO D'ALBA","CN","0.350000","0.00","15000.00"
"D022","CORNELIANO D'ALBA","CN","0.400000","15000.01","28000.00"
"D022","CORNELIANO D'ALBA","CN","0.500000","28000.01","55000.00"
"D022","CORNELIANO D'ALBA","CN","0.600000","55000.01","75000.00"
"D022","CORNELIANO D'ALBA","CN","0.700000","75000.01","999999999.99"
"D028","CORNO GIOVINE","LO","0.600000","0.00","15000.00"
"D028","CORNO GIOVINE","LO","0.700000","15000.01","28000.00"
"D028","CORNO GIOVINE","LO","0.780000","28000.01","55000.00"
"D028","CORNO GIOVINE","LO","0.790000","55000.01","75000.00"
"D028","CORNO GIOVINE","LO","0.800000","75000.01","999999999.99"
"D037","CORREGGIO","RE","0.010000","0.00","15000.00"
"D037","CORREGGIO","RE","0.150000","15000.01","28000.00"
"D037","CORREGGIO","RE","0.400000","28000.01","55000.00"
"D037","CORREGGIO","RE","0.600000","55000.01","75000.00"
"D037","CORREGGIO","RE","0.800000","75000.01","999999999.99"
"D052","CORTAZZONE","AT","0.650000","0.00","15000.00"
"D052","CORTAZZONE","AT","0.690000","15000.01","28000.00"
"D052","CORTAZZONE","AT","0.730000","28000.01","55000.00"
"D052","CORTAZZONE","AT","0.780000","55000.01","75000.00"
"D052","CORTAZZONE","AT","0.800000","75000.01","999999999.99"
"D058","CORTE FRANCA","BS","0.400000","0.00","15000.00"
"D058","CORTE FRANCA","BS","0.600000","15000.01","28000.00"
"D058","CORTE FRANCA","BS","0.700000","28000.01","55000.00"
"D058","CORTE FRANCA","BS","0.790000","55000.01","75000.00"
"D058","CORTE FRANCA","BS","0.800000","75000.01","999999999.99"
"D081","CORVINO SAN QUIRICO","PV","0.400000","0.00","15000.00"
"D081","CORVINO SAN QUIRICO","PV","0.500000","15000.01","28000.00"
"D081","CORVINO SAN QUIRICO","PV","0.600000","28000.01","55000.00"
"D081","CORVINO SAN QUIRICO","PV","0.700000","55000.01","75000.00"
"D081","CORVINO SAN QUIRICO","PV","0.800000","75000.01","999999999.99"
"D085","COSEANO","UD","0.400000","0.00","15000.00"
"D085","COSEANO","UD","0.500000","15000.01","28000.00"
"D085","COSEANO","UD","0.600000","28000.01","55000.00"
"D085","COSEANO","UD","0.700000","55000.01","75000.00"
"D085","COSEANO","UD","0.800000","75000.01","999999999.99"
"D112","COSTA MASNAGA","LC","0.500000","0.00","15000.00"
"D112","COSTA MASNAGA","LC","0.700000","15000.01","28000.00"
"D112","COSTA MASNAGA","LC","0.780000","28000.01","55000.00"
"D112","COSTA MASNAGA","LC","0.790000","55000.01","75000.00"
"D112","COSTA MASNAGA","LC","0.800000","75000.01","999999999.99"
"D117","COSTA VOLPINO","BG","0.590000","0.00","15000.00"
"D117","COSTA VOLPINO","BG","0.630000","15000.01","28000.00"
"D117","COSTA VOLPINO","BG","0.700000","28000.01","55000.00"
"D117","COSTA VOLPINO","BG","0.750000","55000.01","75000.00"
"D117","COSTA VOLPINO","BG","0.800000","75000.01","999999999.99"
"D120","COSTIGLIOLE SALUZZO","CN","0.400000","0.00","15000.00"
"D120","COSTIGLIOLE SALUZZO","CN","0.450000","15000.01","28000.00"
"D120","COSTIGLIOLE SALUZZO","CN","0.500000","28000.01","55000.00"
"D120","COSTIGLIOLE SALUZZO","CN","0.550000","55000.01","75000.00"
"D120","COSTIGLIOLE SALUZZO","CN","0.600000","75000.01","999999999.99"
"D123","COTRONEI","KR","0.250000","0.00","15000.00"
"D123","COTRONEI","KR","0.350000","15000.01","28000.00"
"D123","COTRONEI","KR","0.450000","28000.01","55000.00"
"I084","SAN PIER NICETO","ME","0.800000","75000.01","999999999.99"
"I103","SAN PIETRO DI FELETTO","TV","0.500000","0.00","15000.00"
"I103","SAN PIETRO DI FELETTO","TV","0.510000","15000.01","28000.00"
"I103","SAN PIETRO DI FELETTO","TV","0.550000","28000.01","55000.00"
"I103","SAN PIETRO DI FELETTO","TV","0.730000","55000.01","75000.00"
"I103","SAN PIETRO DI FELETTO","TV","0.800000","75000.01","999999999.99"
"I110","SAN PIETRO IN CASALE","BO","0.640000","0.00","15000.00"
"I110","SAN PIETRO IN CASALE","BO","0.650000","15000.01","28000.00"
"I110","SAN PIETRO IN CASALE","BO","0.700000","28000.01","55000.00"
"I110","SAN PIETRO IN CASALE","BO","0.750000","55000.01","75000.00"
"I110","SAN PIETRO IN CASALE","BO","0.800000","75000.01","999999999.99"
"I116","SAN PIETRO MOSEZZO","NO","0.600000","0.00","15000.00"
"I116","SAN PIETRO MOSEZZO","NO","0.700000","15000.01","28000.00"
"I116","SAN PIETRO MOSEZZO","NO","0.750000","28000.01","55000.00"
"I116","SAN PIETRO MOSEZZO","NO","0.780000","55000.01","75000.00"
"I116","SAN PIETRO MOSEZZO","NO","0.800000","75000.01","999999999.99"
"I131","SAN PRISCO","CE","0.710000","0.00","15000.00"
"I131","SAN PRISCO","CE","0.720000","15000.01","28000.00"
"I131","SAN PRISCO","CE","0.730000","28000.01","55000.00"
"I131","SAN PRISCO","CE","0.790000","55000.01","75000.00"
"I131","SAN PRISCO","CE","0.800000","75000.01","999999999.99"
"I133","SAN PROSPERO","MO","0.550000","0.00","15000.00"
"I133","SAN PROSPERO","MO","0.600000","15000.01","28000.00"
"I133","SAN PROSPERO","MO","0.650000","28000.01","55000.00"
"I133","SAN PROSPERO","MO","0.700000","55000.01","75000.00"
"I133","SAN PROSPERO","MO","0.750000","75000.01","999999999.99"
"I145","SAN SALVATORE TELESINO","BN","0.500000","0.00","15000.00"
"I145","SAN SALVATORE TELESINO","BN","0.720000","15000.01","28000.00"
"I145","SAN SALVATORE TELESINO","BN","0.750000","28000.01","55000.00"
"I145","SAN SALVATORE TELESINO","BN","0.780000","55000.01","75000.00"
"I145","SAN SALVATORE TELESINO","BN","0.800000","75000.01","999999999.99"
"I151","SAN SEBASTIANO AL VESUVIO","NA","0.690000","0.00","15000.00"
"I151","SAN SEBASTIANO AL VESUVIO","NA","0.700000","15000.01","28000.00"
"I151","SAN SEBASTIANO AL VESUVIO","NA","0.750000","28000.01","55000.00"
"I151","SAN SEBASTIANO AL VESUVIO","NA","0.790000","55000.01","75000.00"
"I151","SAN SEBASTIANO AL VESUVIO","NA","0.800000","75000.01","999999999.99"
"I155","SANSEPOLCRO","AR","0.500000","0.00","15000.00"
"I155","SANSEPOLCRO","AR","0.650000","15000.01","28000.00"
"I155","SANSEPOLCRO","AR","0.700000","28000.01","55000.00"
"I155","SANSEPOLCRO","AR","0.750000","55000.01","75000.00"
"I155","SANSEPOLCRO","AR","0.800000","75000.01","999999999.99"
